ERROR:root:Division by zero error: division by zero
ERROR:root:This is an error message
CRITICAL:root:This is a critical message
ERROR:root:This is an error message.
DEBUG:MyLogger:This is log message number 2813
DEBUG:MyLogger:This is log message number 2814
DEBUG:MyLogger:This is log message number 2815
DEBUG:MyLogger:This is log message number 2816
DEBUG:MyLogger:This is log message number 2817
DEBUG:MyLogger:This is log message number 2818
DEBUG:MyLogger:This is log message number 2819
DEBUG:MyLogger:This is log message number 2820
DEBUG:MyLogger:This is log message number 2821
DEBUG:MyLogger:This is log message number 2822
DEBUG:MyLogger:This is log message number 2823
DEBUG:MyLogger:This is log message number 2824
DEBUG:MyLogger:This is log message number 2825
DEBUG:MyLogger:This is log message number 2826
DEBUG:MyLogger:This is log message number 2827
DEBUG:MyLogger:This is log message number 2828
DEBUG:MyLogger:This is log message number 2829
DEBUG:MyLogger:This is log message number 2830
DEBUG:MyLogger:This is log message number 2831
DEBUG:MyLogger:This is log message number 2832
DEBUG:MyLogger:This is log message number 2833
DEBUG:MyLogger:This is log message number 2834
DEBUG:MyLogger:This is log message number 2835
DEBUG:MyLogger:This is log message number 2836
DEBUG:MyLogger:This is log message number 2837
DEBUG:MyLogger:This is log message number 2838
DEBUG:MyLogger:This is log message number 2839
DEBUG:MyLogger:This is log message number 2840
DEBUG:MyLogger:This is log message number 2841
DEBUG:MyLogger:This is log message number 2842
DEBUG:MyLogger:This is log message number 2843
DEBUG:MyLogger:This is log message number 2844
DEBUG:MyLogger:This is log message number 2845
DEBUG:MyLogger:This is log message number 2846
DEBUG:MyLogger:This is log message number 2847
DEBUG:MyLogger:This is log message number 2848
DEBUG:MyLogger:This is log message number 2849
DEBUG:MyLogger:This is log message number 2850
DEBUG:MyLogger:This is log message number 2851
DEBUG:MyLogger:This is log message number 2852
DEBUG:MyLogger:This is log message number 2853
DEBUG:MyLogger:This is log message number 2854
DEBUG:MyLogger:This is log message number 2855
DEBUG:MyLogger:This is log message number 2856
DEBUG:MyLogger:This is log message number 2857
DEBUG:MyLogger:This is log message number 2858
DEBUG:MyLogger:This is log message number 2859
DEBUG:MyLogger:This is log message number 2860
DEBUG:MyLogger:This is log message number 2861
DEBUG:MyLogger:This is log message number 2862
DEBUG:MyLogger:This is log message number 2863
DEBUG:MyLogger:This is log message number 2864
DEBUG:MyLogger:This is log message number 2865
DEBUG:MyLogger:This is log message number 2866
DEBUG:MyLogger:This is log message number 2867
DEBUG:MyLogger:This is log message number 2868
DEBUG:MyLogger:This is log message number 2869
DEBUG:MyLogger:This is log message number 2870
DEBUG:MyLogger:This is log message number 2871
DEBUG:MyLogger:This is log message number 2872
DEBUG:MyLogger:This is log message number 2873
DEBUG:MyLogger:This is log message number 2874
DEBUG:MyLogger:This is log message number 2875
DEBUG:MyLogger:This is log message number 2876
DEBUG:MyLogger:This is log message number 2877
DEBUG:MyLogger:This is log message number 2878
DEBUG:MyLogger:This is log message number 2879
DEBUG:MyLogger:This is log message number 2880
DEBUG:MyLogger:This is log message number 2881
DEBUG:MyLogger:This is log message number 2882
DEBUG:MyLogger:This is log message number 2883
DEBUG:MyLogger:This is log message number 2884
DEBUG:MyLogger:This is log message number 2885
DEBUG:MyLogger:This is log message number 2886
DEBUG:MyLogger:This is log message number 2887
DEBUG:MyLogger:This is log message number 2888
DEBUG:MyLogger:This is log message number 2889
DEBUG:MyLogger:This is log message number 2890
DEBUG:MyLogger:This is log message number 2891
DEBUG:MyLogger:This is log message number 2892
DEBUG:MyLogger:This is log message number 2893
DEBUG:MyLogger:This is log message number 2894
DEBUG:MyLogger:This is log message number 2895
DEBUG:MyLogger:This is log message number 2896
DEBUG:MyLogger:This is log message number 2897
DEBUG:MyLogger:This is log message number 2898
DEBUG:MyLogger:This is log message number 2899
DEBUG:MyLogger:This is log message number 2900
DEBUG:MyLogger:This is log message number 2901
DEBUG:MyLogger:This is log message number 2902
DEBUG:MyLogger:This is log message number 2903
DEBUG:MyLogger:This is log message number 2904
DEBUG:MyLogger:This is log message number 2905
DEBUG:MyLogger:This is log message number 2906
DEBUG:MyLogger:This is log message number 2907
DEBUG:MyLogger:This is log message number 2908
DEBUG:MyLogger:This is log message number 2909
DEBUG:MyLogger:This is log message number 2910
DEBUG:MyLogger:This is log message number 2911
DEBUG:MyLogger:This is log message number 2912
DEBUG:MyLogger:This is log message number 2913
DEBUG:MyLogger:This is log message number 2914
DEBUG:MyLogger:This is log message number 2915
DEBUG:MyLogger:This is log message number 2916
DEBUG:MyLogger:This is log message number 2917
DEBUG:MyLogger:This is log message number 2918
DEBUG:MyLogger:This is log message number 2919
DEBUG:MyLogger:This is log message number 2920
DEBUG:MyLogger:This is log message number 2921
DEBUG:MyLogger:This is log message number 2922
DEBUG:MyLogger:This is log message number 2923
DEBUG:MyLogger:This is log message number 2924
DEBUG:MyLogger:This is log message number 2925
DEBUG:MyLogger:This is log message number 2926
DEBUG:MyLogger:This is log message number 2927
DEBUG:MyLogger:This is log message number 2928
DEBUG:MyLogger:This is log message number 2929
DEBUG:MyLogger:This is log message number 2930
DEBUG:MyLogger:This is log message number 2931
DEBUG:MyLogger:This is log message number 2932
DEBUG:MyLogger:This is log message number 2933
DEBUG:MyLogger:This is log message number 2934
DEBUG:MyLogger:This is log message number 2935
DEBUG:MyLogger:This is log message number 2936
DEBUG:MyLogger:This is log message number 2937
DEBUG:MyLogger:This is log message number 2938
DEBUG:MyLogger:This is log message number 2939
DEBUG:MyLogger:This is log message number 2940
DEBUG:MyLogger:This is log message number 2941
DEBUG:MyLogger:This is log message number 2942
DEBUG:MyLogger:This is log message number 2943
DEBUG:MyLogger:This is log message number 2944
DEBUG:MyLogger:This is log message number 2945
DEBUG:MyLogger:This is log message number 2946
DEBUG:MyLogger:This is log message number 2947
DEBUG:MyLogger:This is log message number 2948
DEBUG:MyLogger:This is log message number 2949
DEBUG:MyLogger:This is log message number 2950
DEBUG:MyLogger:This is log message number 2951
DEBUG:MyLogger:This is log message number 2952
DEBUG:MyLogger:This is log message number 2953
DEBUG:MyLogger:This is log message number 2954
DEBUG:MyLogger:This is log message number 2955
DEBUG:MyLogger:This is log message number 2956
DEBUG:MyLogger:This is log message number 2957
DEBUG:MyLogger:This is log message number 2958
DEBUG:MyLogger:This is log message number 2959
DEBUG:MyLogger:This is log message number 2960
DEBUG:MyLogger:This is log message number 2961
DEBUG:MyLogger:This is log message number 2962
DEBUG:MyLogger:This is log message number 2963
DEBUG:MyLogger:This is log message number 2964
DEBUG:MyLogger:This is log message number 2965
DEBUG:MyLogger:This is log message number 2966
DEBUG:MyLogger:This is log message number 2967
DEBUG:MyLogger:This is log message number 2968
DEBUG:MyLogger:This is log message number 2969
DEBUG:MyLogger:This is log message number 2970
DEBUG:MyLogger:This is log message number 2971
DEBUG:MyLogger:This is log message number 2972
DEBUG:MyLogger:This is log message number 2973
DEBUG:MyLogger:This is log message number 2974
DEBUG:MyLogger:This is log message number 2975
DEBUG:MyLogger:This is log message number 2976
DEBUG:MyLogger:This is log message number 2977
DEBUG:MyLogger:This is log message number 2978
DEBUG:MyLogger:This is log message number 2979
DEBUG:MyLogger:This is log message number 2980
DEBUG:MyLogger:This is log message number 2981
DEBUG:MyLogger:This is log message number 2982
DEBUG:MyLogger:This is log message number 2983
DEBUG:MyLogger:This is log message number 2984
DEBUG:MyLogger:This is log message number 2985
DEBUG:MyLogger:This is log message number 2986
DEBUG:MyLogger:This is log message number 2987
DEBUG:MyLogger:This is log message number 2988
DEBUG:MyLogger:This is log message number 2989
DEBUG:MyLogger:This is log message number 2990
DEBUG:MyLogger:This is log message number 2991
DEBUG:MyLogger:This is log message number 2992
DEBUG:MyLogger:This is log message number 2993
DEBUG:MyLogger:This is log message number 2994
DEBUG:MyLogger:This is log message number 2995
DEBUG:MyLogger:This is log message number 2996
DEBUG:MyLogger:This is log message number 2997
DEBUG:MyLogger:This is log message number 2998
DEBUG:MyLogger:This is log message number 2999
DEBUG:MyLogger:This is log message number 3000
DEBUG:MyLogger:This is log message number 3001
DEBUG:MyLogger:This is log message number 3002
DEBUG:MyLogger:This is log message number 3003
DEBUG:MyLogger:This is log message number 3004
DEBUG:MyLogger:This is log message number 3005
DEBUG:MyLogger:This is log message number 3006
DEBUG:MyLogger:This is log message number 3007
DEBUG:MyLogger:This is log message number 3008
DEBUG:MyLogger:This is log message number 3009
DEBUG:MyLogger:This is log message number 3010
DEBUG:MyLogger:This is log message number 3011
DEBUG:MyLogger:This is log message number 3012
DEBUG:MyLogger:This is log message number 3013
DEBUG:MyLogger:This is log message number 3014
DEBUG:MyLogger:This is log message number 3015
DEBUG:MyLogger:This is log message number 3016
DEBUG:MyLogger:This is log message number 3017
DEBUG:MyLogger:This is log message number 3018
DEBUG:MyLogger:This is log message number 3019
DEBUG:MyLogger:This is log message number 3020
DEBUG:MyLogger:This is log message number 3021
DEBUG:MyLogger:This is log message number 3022
DEBUG:MyLogger:This is log message number 3023
DEBUG:MyLogger:This is log message number 3024
DEBUG:MyLogger:This is log message number 3025
DEBUG:MyLogger:This is log message number 3026
DEBUG:MyLogger:This is log message number 3027
DEBUG:MyLogger:This is log message number 3028
DEBUG:MyLogger:This is log message number 3029
DEBUG:MyLogger:This is log message number 3030
DEBUG:MyLogger:This is log message number 3031
DEBUG:MyLogger:This is log message number 3032
DEBUG:MyLogger:This is log message number 3033
DEBUG:MyLogger:This is log message number 3034
DEBUG:MyLogger:This is log message number 3035
DEBUG:MyLogger:This is log message number 3036
DEBUG:MyLogger:This is log message number 3037
DEBUG:MyLogger:This is log message number 3038
DEBUG:MyLogger:This is log message number 3039
DEBUG:MyLogger:This is log message number 3040
DEBUG:MyLogger:This is log message number 3041
DEBUG:MyLogger:This is log message number 3042
DEBUG:MyLogger:This is log message number 3043
DEBUG:MyLogger:This is log message number 3044
DEBUG:MyLogger:This is log message number 3045
DEBUG:MyLogger:This is log message number 3046
DEBUG:MyLogger:This is log message number 3047
DEBUG:MyLogger:This is log message number 3048
DEBUG:MyLogger:This is log message number 3049
DEBUG:MyLogger:This is log message number 3050
DEBUG:MyLogger:This is log message number 3051
DEBUG:MyLogger:This is log message number 3052
DEBUG:MyLogger:This is log message number 3053
DEBUG:MyLogger:This is log message number 3054
DEBUG:MyLogger:This is log message number 3055
DEBUG:MyLogger:This is log message number 3056
DEBUG:MyLogger:This is log message number 3057
DEBUG:MyLogger:This is log message number 3058
DEBUG:MyLogger:This is log message number 3059
DEBUG:MyLogger:This is log message number 3060
DEBUG:MyLogger:This is log message number 3061
DEBUG:MyLogger:This is log message number 3062
DEBUG:MyLogger:This is log message number 3063
DEBUG:MyLogger:This is log message number 3064
DEBUG:MyLogger:This is log message number 3065
DEBUG:MyLogger:This is log message number 3066
DEBUG:MyLogger:This is log message number 3067
DEBUG:MyLogger:This is log message number 3068
DEBUG:MyLogger:This is log message number 3069
DEBUG:MyLogger:This is log message number 3070
DEBUG:MyLogger:This is log message number 3071
DEBUG:MyLogger:This is log message number 3072
DEBUG:MyLogger:This is log message number 3073
DEBUG:MyLogger:This is log message number 3074
DEBUG:MyLogger:This is log message number 3075
DEBUG:MyLogger:This is log message number 3076
DEBUG:MyLogger:This is log message number 3077
DEBUG:MyLogger:This is log message number 3078
DEBUG:MyLogger:This is log message number 3079
DEBUG:MyLogger:This is log message number 3080
DEBUG:MyLogger:This is log message number 3081
DEBUG:MyLogger:This is log message number 3082
DEBUG:MyLogger:This is log message number 3083
DEBUG:MyLogger:This is log message number 3084
DEBUG:MyLogger:This is log message number 3085
DEBUG:MyLogger:This is log message number 3086
DEBUG:MyLogger:This is log message number 3087
DEBUG:MyLogger:This is log message number 3088
DEBUG:MyLogger:This is log message number 3089
DEBUG:MyLogger:This is log message number 3090
DEBUG:MyLogger:This is log message number 3091
DEBUG:MyLogger:This is log message number 3092
DEBUG:MyLogger:This is log message number 3093
DEBUG:MyLogger:This is log message number 3094
DEBUG:MyLogger:This is log message number 3095
DEBUG:MyLogger:This is log message number 3096
DEBUG:MyLogger:This is log message number 3097
DEBUG:MyLogger:This is log message number 3098
DEBUG:MyLogger:This is log message number 3099
DEBUG:MyLogger:This is log message number 3100
DEBUG:MyLogger:This is log message number 3101
DEBUG:MyLogger:This is log message number 3102
DEBUG:MyLogger:This is log message number 3103
DEBUG:MyLogger:This is log message number 3104
DEBUG:MyLogger:This is log message number 3105
DEBUG:MyLogger:This is log message number 3106
DEBUG:MyLogger:This is log message number 3107
